Date,Open,High,Low,Close,WeightedPrice,Volume,SMA_30,EMA_40,Altcoin_EMA_40,DASH,DOGE,ETC,ETH,LTC,SC,XEM,XMR,XRP,ZEC,Day_of_Week,CLF,CNYUSDX,DJI,EURUSDX,GCF,GSPC,IXIC,JPYUSDX,TSLA,VIX,XWDTO,Cost_per_TR,Num_TR_per_Block,Bu_Be_Spread_MA8
2014-01-30,798.02305,810.90156,777.8174999999999,802.4825000000001,796.0058476765,21394.65917688,822.84157993445,791.9812793203845,17.938987297213494,3.9327141442610425,0.001377090116480345,1.8534500356489274,4.443730620979287,20.172475712519585,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Thursday,98.2300033569,0.1654095501,15848.6103515625,1.3658590317,1242.1999511719,1794.1899414062,4123.1298828125,0.0097751711,36.5680007935,17.2900009155,29.1794967651,59.7232193162,345.4488636364,0.17360650000000005
2014-01-31,803.1375,811.9696725,795.9275,808.4125925000001,804.5858847415,11600.94795664,824.7671215563779,792.5961381214145,17.497672098846003,3.9327141442610425,0.0014241170159924549,1.8534500356489274,4.443730620979287,17.78262734434389,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Friday,97.4899978638,0.1652619392,15698.849609375,1.3558770418,1240.0999755859,1782.5899658203,4103.8798828125,0.009731601900000001,36.2820014954,18.4099998474,28.8163032532,70.8751342365,417.0,0.1691822678571429
2014-02-01,806.635685,831.14,803.5731525,818.085,819.6193787527501,13004.60509199,826.5312048829472,793.9143449814796,17.20569273418875,3.9327141442610425,0.0015080996569050602,1.8534500356489274,4.443730620979287,23.0226821470878,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Saturday,97.4899978638,0.1652619392,15698.849609375,1.3558770418,1240.0999755859,1782.5899658203,4103.8798828125,0.009731601900000001,36.2820014954,18.4099998474,28.8163032532,70.8751342365,417.0,0.1691822678571429
2014-02-02,819.1574999999999,829.9200000000001,813.7460775,816.4635774999999,822.87473294825,7115.89399942,827.3573548361111,795.3270468335172,16.927318063193777,3.9327141442610425,0.0014071157933415073,1.8534500356489274,4.443730620979287,22.9966168417902,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Sunday,97.4899978638,0.1652619392,15698.849609375,1.3558770418,1240.0999755859,1782.5899658203,4103.8798828125,0.009731601900000001,36.2820014954,18.4099998474,28.8163032532,70.8751342365,417.0,0.1691822678571429
2014-02-03,816.4110774999999,818.4475,802.1598274999999,812.6112475,810.73699416475,8394.61897422,827.2891417490139,796.0787515813822,16.55463466770066,3.9327141442610425,0.0012728570808386575,1.8534500356489274,4.443730620979287,18.57334405408903,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Monday,96.4300003052,0.1652619392,15372.7998046875,1.3488178253,1260.4000244141,1741.8900146484,3996.9599609375,0.0097855013,35.422000885,21.4400005341,28.0544834137,52.0992205069,392.0,0.15590957142857145
2014-02-04,808.5537475,816.0024999999999,799.18975,803.71,806.6505401227499,10975.94233467,824.6291974826944,796.5944485834002,16.18949821493286,3.9327141442610425,0.00109704473456694,1.8534500356489274,4.443730620979287,18.137577727187036,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Tuesday,97.1900024414,0.1652619392,15445.240234375,1.3525028229,1251.6999511719,1755.1999511719,4031.5200195312,0.00988709,35.7459983826,19.1100006104,28.2227916718,50.4826936661,441.0,0.1514853392857143
2014-02-05,803.4825,811.779835,785.04,787.435,800.0619972412501,14409.613614719998,820.0071297454916,796.7635972984173,15.860006941895001,3.9327141442610425,0.0011280874161101627,1.8534500356489274,4.443730620979287,18.868726147897423,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Wednesday,97.3799972534,0.1652619392,15440.23046875,1.3515887260000001,1257.3000488281,1751.6400146484,4011.5500488281,0.0098339049,34.8839988708,19.9500007629,28.2759437561,52.0976056624,401.9583333333,0.14706110714285714
2014-02-06,789.5975000000001,808.2892825,739.3997099999999,765.00971,777.7641335425,41389.537928289996,817.2709334094999,795.8367941883724,15.57880175824004,3.9327141442610425,0.00125997789633885,1.8534500356489274,4.443730620979287,20.189341376040254,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Thursday,97.8399963379,0.1652619392,15628.5302734375,1.3535096645,1257.5999755859,1773.4300537109,4057.1201171875,0.0098555181,35.6759986877,17.2299995422,28.6479969025,42.7871044942,376.0,0.142636875
2014-02-07,765.6462750000001,767.871275,638.9900975,705.0830149999999,711.0212527987501,110732.79271741,813.598513157625,791.6994507059518,15.114127334259273,0.13348001978790935,0.0011163033668940376,1.8534500356489274,4.443730620979287,18.024331876748093,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Friday,99.8799972534,0.1652619392,15794.080078125,1.3592127562,1263.3000488281,1797.0200195312,4125.8598632812,0.0098001743,37.3059997559,15.2899999619,28.8694553375,48.4104481106,371.0,0.14092883928571429
2014-02-08,705.8552950000001,724.7075,669.3924999999999,683.6806375,700.06716889925,23432.06205629,809.5102309636666,787.2295833007468,14.666505564365098,0.1358060300947655,0.0011201074702388,1.8534500356489274,4.443730620979287,17.676717016721128,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Saturday,99.8799972534,0.1652619392,15794.080078125,1.3592127562,1263.3000488281,1797.0200195312,4125.8598632812,0.0098001743,37.3059997559,15.2899999619,28.8694553375,48.4104481106,371.0,0.14092883928571429
2014-02-09,681.2663375025,738.207287445,671.077745,688.5725,701.4064800975,26992.15985254,805.10727074285,783.0430904615639,14.246865918425478,0.1500799445464621,0.001227461340170625,1.8534500356489274,4.443730620979287,18.040371061922126,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Sunday,99.8799972534,0.1652619392,15794.080078125,1.3592127562,1263.3000488281,1797.0200195312,4125.8598632812,0.0098001743,37.3059997559,15.2899999619,28.8694553375,48.4104481106,371.0,0.14092883928571429
2014-02-10,688.5440325000001,716.7425000000001,430.7975,687.4550875,636.2443614797501,115256.38905723,797.0405065667084,775.8821768526949,13.81997111741056,0.2217756970809965,0.0012534013921151077,1.8534500356489274,4.443730620979287,16.263538394385844,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Monday,100.0599975586,0.1651964188,15801.7900390625,1.3619339466,1274.8000488281,1799.8399658203,4148.169921875,0.009753814000000001,39.3120002747,15.2600002289,28.9668998718,44.6084107393,294.0,0.13580473214285713
2014-02-11,689.3275,718.16,639.01,683.4377775,678.7058202772499,79067.73031512,790.9793448358834,771.1418667758439,13.430635536308342,0.2859116138499943,0.0015949586776515374,1.8534500356489274,4.443730620979287,17.22826854191771,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Tuesday,99.9400024414,0.1653056592,15994.76953125,1.3646101952,1290.0999755859,1819.75,4191.0498046875,0.0097911544,39.3240013123,14.5100002289,29.2592220306,44.5433499969,409.9329268293,0.13409669642857142
2014-02-12,682.2149999999999,686.06,640.0772525,655.863975,661.9525326065,27562.07480853,785.5867562806501,765.8155577919736,13.054633025142085,0.3619887424558645,0.0018468475659721348,1.8534500356489274,4.443730620979287,16.803916582178392,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Wednesday,100.3700027466,0.1652728617,15963.9404296875,1.3639029264,1295.3000488281,1819.2600097656,4201.2900390625,0.0097541949,39.063999176,14.3000001907,29.2149276733,42.7854153211,409.0,0.1323886607142857
2014-02-13,655.4224999999999,663.207475,596.0573750000001,608.268955,628.6843250045,46292.45886899,778.9071866153834,759.1262293633163,12.682699857898719,0.25826980755509865,0.0017100213640122402,1.8534500356489274,4.443730620979287,16.03002946104024,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Thursday,100.3499984741,0.1652237028,16027.58984375,1.3590095043,1300.4000244141,1829.8299560547,4240.669921875,0.009759048900000001,39.9259986877,14.1400003433,29.3212280273,42.0128254631,347.0,0.130680625
2014-02-14,608.8437075,701.635,547.52,661.2349100000001,623.14680029725,121595.25246161,771.6641567634,752.4930864820448,12.322959504113415,0.3055475705897506,0.0015329411287312352,1.8534500356489274,4.443730620979287,15.61698730418153,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Friday,100.3000030518,0.16519096490000001,16154.3896484375,1.3678767681,1319.0,1838.6300048828,4244.0200195312,0.0097858841,39.6459999084,13.5699996948,29.4895381927,41.1879703938,392.0890052356,0.1276240357142857
2014-02-15,660.1384850000001,667.78757,632.7992225,651.04835,650.004511859,31250.10493478,765.5058306288333,747.4936438175059,11.986148484894942,0.3174752036821728,0.0014755102419199298,1.8534500356489274,4.443730620979287,15.936050116480086,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Saturday,100.3000030518,0.16519096490000001,16154.3896484375,1.3678767681,1319.0,1838.6300048828,4244.0200195312,0.0097858841,39.6459999084,13.5699996948,29.4895381927,41.1879703938,392.0890052356,0.1276240357142857
2014-02-16,651.41441,664.61619,586.045,617.3052775,624.941540452,43355.00213875,759.6347428313667,741.5154924338227,11.659182173852258,0.37906454077656515,0.0013998690506124801,1.8534500356489274,4.443730620979287,15.469552915732628,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Sunday,100.3000030518,0.16519096490000001,16154.3896484375,1.3678767681,1319.0,1838.6300048828,4244.0200195312,0.0097858841,39.6459999084,13.5699996948,29.4895381927,41.1879703938,392.0890052356,0.1276240357142857
2014-02-17,620.2680124999999,662.8020824999999,601.86636,625.6354,629.1678262400001,35444.40641614,753.4912016477416,736.0351184731484,11.355506199963388,0.9381332706716768,0.0013967525742528,1.8534500356489274,4.443730620979287,15.36194410414545,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Monday,102.4300003052,0.1651009619,16130.400390625,1.3699944019,1324.6999511719,1840.7600097656,4272.7797851562,0.0098460084,40.7400016785,13.8699998856,29.5072631836,40.4534556592,392.6,0.11845426785714286
2014-02-18,626.3342124999999,642.671845,606.0587497500001,623.24,623.05097879025,23288.880212599997,746.8305639524666,730.5236970252021,11.072552144971018,1.1377720838982393,0.0013270985848232325,1.8534500356489274,4.443730620979287,15.52574503537636,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Tuesday,102.4300003052,0.1651773155,16130.400390625,1.370445013,1324.6999511719,1840.7600097656,4272.7797851562,0.0097979661,40.7400016785,13.8699998856,29.5072631836,45.0238404847,376.0,0.11539767857142857
2014-02-19,621.6957,628.5875,606.0091675,619.0279475,619.6814380865,15876.58129066,739.6218704402083,725.1167575647776,10.79999380219258,0.9791214594341934,0.0013261182775051099,1.8534500356489274,4.443730620979287,15.474870776327503,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Wednesday,103.3099975586,0.1650873274,16040.5595703125,1.3761973381,1320.5999755859,1828.75,4237.9501953125,0.0097721145,38.7280006409,15.5,29.6932849884,34.8728867245,494.0,0.11234108928571429
2014-02-20,618.720285,625.1756,548.5490050000001,549.289005,588.8411304152501,64128.276002390005,731.6842360276667,718.469165996508,10.532148942211201,1.0405117195002676,0.0012306779625678725,1.8534500356489274,4.443730620979287,14.885780120260135,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Thursday,102.9199981689,0.164839685,16133.23046875,1.373041749,1317.0999755859,1839.7800292969,4267.5498046875,0.0097741205,41.9939994812,14.7899999619,29.8793106079,39.6789607157,401.9435028249,0.1092845
2014-02-21,550.27643,583.00080174,529.5881925,571.1536000000001,558.4235096145,54858.53694423,722.9358998928084,710.6620608071418,10.2621812069983,1.1604710638000848,0.00115035242980587,1.8534500356489274,4.443730620979287,13.8318096948103,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Friday,102.1999969482,0.1646497101,16103.2998046875,1.3721185923,1323.9000244141,1836.25,4263.41015625,0.0097740246,41.9199981689,14.6800003052,29.9501724243,41.6070389171,392.0,0.11013014285714287
2014-02-22,574.205,610.6400000000001,556.3487925,604.5255199999999,584.851079137,32586.55797402,715.1808916639834,704.5249397500617,10.01484891603589,1.0579722081156677,0.0012106417338135901,1.8534500356489274,4.443730620979287,14.51642487695732,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Saturday,102.1999969482,0.1646497101,16103.2998046875,1.3721185923,1323.9000244141,1836.25,4263.41015625,0.0097740246,41.9199981689,14.6800003052,29.9501724243,41.6070389171,392.0,0.11013014285714287
2014-02-23,604.224385,637.12749,593.377995,602.9575,615.324950811,38409.57593777,709.192965381975,700.1737207774245,9.791922364395392,0.9375583210517046,0.00124910965014633,1.8534500356489274,4.443730620979287,15.39575639151515,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Sunday,102.1999969482,0.1646497101,16103.2998046875,1.3721185923,1323.9000244141,1836.25,4263.41015625,0.0097740246,41.9199981689,14.6800003052,29.9501724243,41.6070389171,392.0,0.11013014285714287
2014-02-24,601.0076274999999,607.8301975,516.351795,535.7,555.889686796,90709.21912006999,700.9591481534416,693.135475217355,9.55847149092781,0.7946498661717499,0.0010728670955162801,1.8534500356489274,4.443730620979287,14.222815641662681,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Monday,102.8199996948,0.16443312170000002,16207.1396484375,1.3737962246,1338.3000488281,1847.6099853516,4292.9702148438,0.009754860800000001,43.5299987793,14.2299995422,30.0210399628,26.8261511357,396.0,0.11266707142857145
2014-02-25,531.32331,544.0683475,409.02750000000003,530.9995524999999,488.27718437849995,204760.1560734,689.8203390153334,683.1423878593621,9.305529794394397,0.5084137354622692,0.0008788989318812999,1.8534500356489274,4.443730620979287,12.61020750158439,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Tuesday,101.8300018311,0.16424407060000001,16179.66015625,1.3736075162999999,1343.0,1845.1199951172,4287.58984375,0.0097578112,49.5999984741,13.6700000763,29.9413166046,37.1473684063,511.0,0.11351271428571431
2014-02-26,530.8921525,612.22,529.3996525,581.3203575,572.4043438629999,87282.47926749999,682.5656205623417,677.7405320546615,9.10017307751594,0.6414305836894391,0.00109901634021696,1.8534500356489274,4.443730620979287,14.644621695128535,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Wednesday,102.5899963379,0.1635429859,16198.41015625,1.3746082783,1328.1999511719,1845.1600341797,4292.0600585938,0.0097895246,50.5999984741,14.3500003815,30.0299015045,40.6802805238,395.0384615385,0.11435835714285716
2014-02-27,585.5041600000001,599.6675,565.185,578.7925475000001,578.9219640255,27925.86254594,675.6139330761416,672.9201141020194,8.901130183747723,0.6356736841589198,0.001157843928051,1.8534500356489274,4.443730620979287,14.422549737715554,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Thursday,102.4000015259,0.1635376513,16272.650390625,1.3681949377,1331.5999755859,1854.2900390625,4318.9301757812,0.0097752661,50.5079994202,14.0399999619,30.1982154846,38.0296484691,460.0,0.11520400000000003
2014-02-28,578.01783,585.7325,542.8936,549.0490475,563.259406183,38993.569801109996,667.7522600434166,667.5708112767013,8.69859153515845,0.5244001397504349,0.0010701928717477,1.8534500356489274,4.443730620979287,13.721793330380597,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Friday,102.5899963379,0.1634414196,16321.7099609375,1.3707455397000001,1321.4000244141,1859.4499511719,4308.1201171875,0.0097933598,48.9620018005,14.0,30.0299015045,33.5083196514,442.0,0.11435828571428573
2014-03-01,547.9224999999999,576.725,534.2375,562.165,556.71097006025,21900.14233666,659.775764122875,662.1630141441914,8.50625598418759,0.8654350385071616,0.0010410495140126676,1.8534500356489274,4.443730620979287,13.400662132746385,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Saturday,102.5899963379,0.1634414196,16321.7099609375,1.3707455397000001,1321.4000244141,1859.4499511719,4308.1201171875,0.0097933598,48.9620018005,14.0,30.0299015045,33.5083196514,442.0,0.11435828571428573
2014-03-02,561.7646850000001,568.88975,551.1685975,562.0329775,560.71884591325,9532.3767843,651.6468628286,657.214518132926,8.324677913611076,0.9219675695813204,0.00098686516880732,1.8534500356489274,4.443730620979287,13.428762177357148,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Sunday,102.5899963379,0.1634414196,16321.7099609375,1.3707455397000001,1321.4000244141,1859.4499511719,4308.1201171875,0.0097933598,48.9620018005,14.0,30.0299015045,33.5083196514,442.0,0.11435828571428573
2014-03-03,565.101405,699.7574999999999,561.4364049999999,667.015875,619.0313878797499,115915.27615800001,644.9605964661666,655.3519264132588,8.155426703029832,1.0897676164790269,0.001027592103880385,1.8534500356489274,4.443730620979287,13.47428908150379,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Monday,104.9199981689,0.16299653050000001,16168.0302734375,1.3776950836,1350.0999755859,1845.7299804688,4277.2998046875,0.009871181100000001,50.1119995117,16.0,29.7021389008,27.5489050933,373.0,0.11182114285714287
2014-03-04,669.9725000000001,698.01,645.0066875,667.1424999999999,673.86428152775,53101.34655838,639.9935814188167,656.2549681261607,8.049617302527748,1.1253533501513424,0.0010444896363680125,1.8534500356489274,4.443730620979287,16.832604138423605,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Tuesday,103.3300018311,0.1629646569,16395.880859375,1.3737018108,1337.8000488281,1873.9100341797,4351.9702148438,0.0098607661,50.9679985046,14.1000003815,30.3045120239,33.8738561535,567.7852348993,0.11097542857142857
2014-03-05,666.2474999975,680.4878275,645.0475,671.405,663.07870512825,21121.9523086,635.0716384509334,656.5878333457749,7.9407859860426795,1.033209238330839,0.0010410335670513525,1.8534500356489274,4.443730620979287,16.421475671853674,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Wednesday,101.4499969482,0.1630363762,16360.1796875,1.374117136,1340.1999511719,1873.8100585938,4357.9702148438,0.0097868424,50.5320014954,13.8900003433,30.0830516815,37.2824150016,452.0,0.11012971428571429
2014-03-06,670.235,681.6175,652.3175000000001,668.7410325000001,666.64875498825,17507.79986333,630.4049122797834,657.0786100112614,7.844408445083105,1.0078995861791853,0.0010133061075821399,1.8534500356489274,4.443730620979287,16.886226296827473,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Thursday,101.5599975586,0.1631853878,16421.890625,1.373418808,1351.6999511719,1877.0300292969,4352.1298828125,0.0097687738,50.5880012512,14.2100000381,30.1273441315,37.4071565146,452.0,0.10928399999999999
2014-03-07,669.253225,673.22325,617.8176149999999,633.55512,642.6599407387499,38709.437937769995,625.1581770630333,656.375260290651,7.7400993817146135,1.0042397031965928,0.0008483111217751499,1.8534500356489274,4.443730620979287,16.113129923768753,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Friday,102.5800018311,0.1637036204,16452.720703125,1.3863087893000001,1338.0999755859,1878.0400390625,4336.2202148438,0.0097057223,49.2420005798,14.1099996567,30.3222236633,45.6733684622,435.813253012,0.10875160714285713
2014-03-08,637.3010724975001,646.4321325000001,607.7075,624.104725,624.9662709204999,20685.047861649997,620.0649149756333,654.8431144677169,7.625204747853057,0.8979452883958652,0.0008874521047071099,1.8534500356489274,4.443730620979287,15.25544542215753,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Saturday,102.5800018311,0.1637036204,16452.720703125,1.3863087893000001,1338.0999755859,1878.0400390625,4336.2202148438,0.0097057223,49.2420005798,14.1099996567,30.3222236633,45.6733684622,435.813253012,0.10875160714285713
2014-03-09,624.51275,654.40975,616.0881475,641.803725,637.07483380725,17424.370897099998,617.6000343425833,653.9763690696452,7.528196026633784,0.8571141106559361,0.000879163270654005,1.8534500356489274,4.443730620979287,16.051584614647357,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Sunday,102.5800018311,0.1637036204,16452.720703125,1.3863087893000001,1338.0999755859,1878.0400390625,4336.2202148438,0.0097057223,49.2420005798,14.1099996567,30.3222236633,45.6733684622,435.813253012,0.10875160714285713
2014-03-10,638.7775,656.9425000000001,614.955,632.4764499999999,633.99587114875,24941.34494762,615.3976577509001,653.0017106344797,7.437288228089112,0.9232247875668097,0.000900274137031225,1.8534500356489274,4.443730620979287,16.069633407700195,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Monday,101.1200027466,0.1635028869,16418.6796875,1.3878673315,1341.4000244141,1877.1700439453,4334.4501953125,0.009690861200000001,47.7680015564,14.1999998093,30.2867965698,37.194428507,475.7315436242,0.10715442857142857
2014-03-11,633.3635824999999,648.0660325,601.16,634.2874999999999,624.6341435325,12839.73745475,612.8385798654,651.6179268734074,7.346915217046486,0.9022402959426491,0.000730821947933025,1.8534500356489274,4.443730620979287,15.850953387255263,6.34368298587024e-05,0.0005934478169376025,0.6783680492256439,0.007776764202958372,9855.274557822922,Tuesday,100.0299987793,0.1631693989,16351.25,1.3878865242,1346.5,1867.6300048828,4307.1899414062,0.0096865436,46.8819999695,14.8000001907,30.0830516815,35.6191965167,364.0,0.1066220357142857
